Search keyword,Search location,Serial,Name,Category,Profile URL,Address,Phone,Email,Website,Rating,Reviews,Year from Business,Email (Website),Phone (Website),Facebook (Web),Twitter (Web),Instagram (Web),email2,username,domain,status,is_safe_to_send,is_valid_syntax,is_disposable,is_role_account,mx_accepts_mail,mx_records,can_connect_smtp,has_inbox_full,is_catch_all,is_deliverable,is_disabled,is_spamtrap
Personal Injury Law,california sacramento,11,Samra Dhillon & Associates,"Personal Injury Law Attorneys, Estate Planning Attorneys, Criminal Law Attorneys",https://www.yellowpages.com/elk-grove-ca/mip/samra-dhillon-associates-546231509,"9355 E Stockton Blvd, Elk Grove, CA 95624",(916) 571-1550,rosie@samradhillonlaw.com,https://www.samradhillonlaw.com,,,2018,,,,,,rosie@samradhillonlaw.com,rosie,samradhillonlaw.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,alt1.aspmx.l.google.com; alt2.aspmx.l.google.com; aspmx.l.google.com; aspmx2.googlemail.com; aspmx3.googlemail.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,california sacramento,12,Phoong Law Corporation,"Personal Injury Law Attorneys, Attorneys, Traffic Law Attorneys",https://www.yellowpages.com/sacramento-ca/mip/phoong-law-corporation-557812616,"2725 Riverside Blvd, Sacramento, CA 95818",(916) 993-8220,anhphoong@gmail.com,https://phoonglaw.com/sacramento-personal-injury-attorney,,,2012,,,,,,anhphoong@gmail.com,anhphoong,gmail.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,alt4.gmail-smtp-in.l.google.com; alt2.gmail-smtp-in.l.google.com; alt1.gmail-smtp-in.l.google.com; alt3.gmail-smtp-in.l.google.com; gmail-smtp-in.l.google.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,california sacramento,13,Law Offices of George H. Jones,"Personal Injury Law Attorneys, Attorneys, Criminal Law Attorneys",https://www.yellowpages.com/sacramento-ca/mip/law-offices-of-george-h-jones-559413073,"816 H St Ste 108, Sacramento, CA 95814",(888) 675-2456,georgej2034@gmail.com,https://www.lawofficeofgeorgehjones.com,,,2010,,,,,,georgej2034@gmail.com,georgej2034,gmail.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,alt3.gmail-smtp-in.l.google.com; alt1.gmail-smtp-in.l.google.com; alt4.gmail-smtp-in.l.google.com; gmail-smtp-in.l.google.com; alt2.gmail-smtp-in.l.google.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,california sacramento,14,Law Offices of Joann L. Pheasant,"Personal Injury Law Attorneys, Civil Litigation & Trial Law Attorneys, Attorneys",https://www.yellowpages.com/sacramento-ca/mip/law-offices-of-joann-l-pheasant-522392616,"372 Florin Rd Ste 179, Sacramento, CA 95831",(916) 548-4844,joann@pheasantlaw.com,http://www.pheasantlaw.com,,,2007,,,,,,joann@pheasantlaw.com,joann,pheasantlaw.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,mx1-us1.ppe-hosted.com; mx2-us1.ppe-hosted.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,california sacramento,15,Sacramento Law Group,"Personal Injury Law Attorneys, Divorce Attorneys, Attorneys",https://www.yellowpages.com/sacramento-ca/mip/sacramento-law-group-550669425,"3800 Watt Ave Ste 255, Sacramento, CA 95821",(916) 596-1018,bankruptcy@sacramentolawgroup.com,https://sacramentolawgroup.com/contact,,,2012,,,,,,bankruptcy@sacramentolawgroup.com,bankruptcy,sacramentolawgroup.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,aspmx.l.google.com; aspmx2.googlemail.com; aspmx3.googlemail.com; alt1.aspmx.l.google.com; alt2.aspmx.l.google.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,california sacramento,16,David Allen & Associates,"Personal Injury Law Attorneys, Attorneys, Paralegals",https://www.yellowpages.com/sacramento-ca/mip/david-allen-associates-9267327,"5230 Folsom Blvd, Sacramento, CA 95819",(916) 455-4800,contact@davidallenlaw.com,http://www.davidallenlaw.com,5,2,1980,,,,,,contact@davidallenlaw.com,contact,davidallenlaw.com,catch_all,FALSE,TRUE,FALSE,TRUE,TRUE,davidallenlaw.com.1.0001.arsmtp.com; davidallenlaw.com.2.0001.arsmtp.com,TRUE,FALSE,TRUE,TRUE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,california sacramento,18,Law Offices Of Clifford Chigbu,"Personal Injury Law Attorneys, Contract Law Attorneys, Business Law Attorneys",https://www.yellowpages.com/elk-grove-ca/mip/law-offices-of-clifford-chigbu-9700963?lid=1001332986886,"4815 Laguna Park Dr, Elk Grove, CA 95758",(916) 230-6381,,http://www.lawofficescliffordchigbu.com,5,6,2004,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,california sacramento,19,Louis White & Associates,"Personal Injury Law Attorneys, Civil Litigation & Trial Law Attorneys, Attorneys",https://www.yellowpages.com/sacramento-ca/mip/louis-white-associates-472726460,"1851 Heritage Ln Ste 148, Sacramento, CA 95815",(916) 333-3613,info@louiswhitelaw.com,,,,2010,,,,,,info@louiswhitelaw.com,info,louiswhitelaw.com,role_account,TRUE,TRUE,FALSE,TRUE,TRUE,aspmx.l.google.com; alt1.aspmx.l.google.com; alt4.aspmx.l.google.com; alt3.aspmx.l.google.com; alt2.aspmx.l.google.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,california sacramento,20,Mark Rose Attorney at Law,"Personal Injury Law Attorneys, Attorneys, Criminal Law Attorneys",https://www.yellowpages.com/sacramento-ca/mip/mark-rose-attorney-at-law-505349945?lid=1000875180376,"816 Alhambra Blvd, Sacramento, CA 95816",(916) 441-4585,mrose67326@sbcglobal.net,http://www.rmarkrose.com,,,1976,,,,,,mrose67326@sbcglobal.net,mrose67326,sbcglobal.net,unknown,FALSE,TRUE,FALSE,FALSE,TRUE,ff-ip4-mx-vip2.prodigy.net; al-ip4-mx-vip2.prodigy.net; al-ip4-mx-vip1.prodigy.net; ff-ip4-mx-vip1.prodigy.net,,,,,,
Personal Injury Law,california sacramento,21,"Dreyer Babich Buccola Wood Campora, LLP","Personal Injury Law Attorneys, Accident & Property Damage Attorneys, Attorneys",https://www.yellowpages.com/sacramento-ca/mip/dreyer-babich-buccola-wood-campora-llp-1347410,"20 Bicentennial Cir, Sacramento, CA 95826",(916) 379-3500,kbaral@dbbwc.com,http://www.dbbwc.com,,,1987,,,,,,kbaral@dbbwc.com,kbaral,dbbwc.com,catch_all,FALSE,TRUE,FALSE,FALSE,TRUE,d172251a.ess.barracudanetworks.com; d172251b.ess.barracudanetworks.com,TRUE,FALSE,TRUE,TRUE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,california sacramento,23,Claims Express Inc.,"Personal Injury Law Attorneys, Insurance Adjusters, Towing",https://www.yellowpages.com/sacramento-ca/mip/claims-express-inc-465387909,"3400 Cottage Way Ste 400, Sacramento, CA 95825",(888) 900-8504,claims.xpress@gmail.com,http://www.claimsadvocates.com,1,1,,,,,,,claims.xpress@gmail.com,claims.xpress,gmail.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,alt2.gmail-smtp-in.l.google.com; alt3.gmail-smtp-in.l.google.com; alt4.gmail-smtp-in.l.google.com; alt1.gmail-smtp-in.l.google.com; gmail-smtp-in.l.google.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,california sacramento,24,Aaron C Koenig Law Office,"Personal Injury Law Attorneys, Employee Benefits & Worker Compensation Attorneys, Attorneys",https://www.yellowpages.com/sacramento-ca/mip/aaron-c-koenig-law-office-462006380,"331 J St Ste 200, Sacramento, CA 95814",(916) 443-1009,aaronkoeniglaw@aol.com,http://rclevin.com,,,2008,,,,,,aaronkoeniglaw@aol.com,aaronkoeniglaw,aol.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,mx-aol.mail.gm0.yahoodns.net,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,california sacramento,25,Cutter Law P.C.,"Personal Injury Law Attorneys, Employee Benefits & Worker Compensation Attorneys, Attorneys",https://www.yellowpages.com/nationwide/mip/cutter-law-p-c-502803348,"401 Watt Ave, Sacramento, CA 95864",(916) 290-9400,mcutter@cutterlaw.com,https://cutterlaw.com,,,1985,,,,,,mcutter@cutterlaw.com,mcutter,cutterlaw.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,cutterlaw-com.mail.protection.outlook.com,TRUE,FALSE,FALSE,TRUE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,california sacramento,27,Law Office of Miner & Kelly,"Personal Injury Law Attorneys, Attorneys, General Practice Attorneys",https://www.yellowpages.com/sacramento-ca/mip/law-office-of-miner-kelly-459677186,"813 F St, Sacramento, CA 95814",(916) 325-9010,mikekellylaw@gmail.com,http://www.minerandkellylaw.com,,,1995,,,,,,mikekellylaw@gmail.com,mikekellylaw,gmail.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,alt2.gmail-smtp-in.l.google.com; alt3.gmail-smtp-in.l.google.com; alt4.gmail-smtp-in.l.google.com; alt1.gmail-smtp-in.l.google.com; gmail-smtp-in.l.google.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,california sacramento,28,"Amendola, Robert & Associates","Personal Injury Law Attorneys, Attorneys, Accident & Property Damage Attorneys",https://www.yellowpages.com/sacramento-ca/mip/amendola-robert-associates-468744717,"1451 River Park Dr Ste 298, Sacramento, CA 95815",(916) 924-8258,raa@amendolalegal.com,http://www.amendolalegal.com,,,1988,,,,,,raa@amendolalegal.com,raa,amendolalegal.com,catch_all,FALSE,TRUE,FALSE,FALSE,TRUE,mx.amendolalegal.com,TRUE,FALSE,TRUE,TRUE,FALSE,
Personal Injury Law,california sacramento,29,Law Offices of Robert Merritt,"Personal Injury Law Attorneys, Attorneys, Landlord & Tenant Attorneys",https://www.yellowpages.com/sacramento-ca/mip/law-offices-of-robert-merritt-482093335?lid=1001813645467,"601 University Ave Ste 141, Sacramento, CA 95825",(916) 925-2200,rmmlaw@msn.com,,,,1989,,,,,,rmmlaw@msn.com,rmmlaw,msn.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,msn-com.olc.protection.outlook.com,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Personal Injury Law,california sacramento,30,Havens Law Firm,"Personal Injury Law Attorneys, Landlord & Tenant Attorneys, Eviction Service",https://www.yellowpages.com/nationwide/mip/havens-law-firm-6437321?lid=1001997037619,,(916) 444-4400,,,,,1984,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,texas houston,1,Law Office of Myron G. Davis,"Personal Injury Law Attorneys, Domestic Violence Attorneys, Juvenile Law Attorneys",https://www.yellowpages.com/houston-tx/mip/law-office-of-myron-g-davis-456888336?lid=1002144673458,"7322 Southwest Fwy, Houston, TX 77074",(832) 323-6180,,https://www.houstonattorneymyrondavis.com,5,58,1001,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,texas houston,2,Heller David,"Personal Injury Law Attorneys, Divorce Attorneys, Family Law Attorneys",https://www.yellowpages.com/houston-tx/mip/heller-david-452215528?lid=1002164619026,"2002 Fry Rd, Houston, TX 77084",(844) 897-2389,davidhheller@att.net,http://www.attorneydavidheller.net,5,1,1976,,,,,,davidhheller@att.net,davidhheller,att.net,unknown,FALSE,TRUE,FALSE,FALSE,TRUE,al-ip4-mx-vip1.prodigy.net; ff-ip4-mx-vip1.prodigy.net; al-ip4-mx-vip2.prodigy.net; ff-ip4-mx-vip2.prodigy.net,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,texas houston,4,The Chaffin Law Firm,"Personal Injury Law Attorneys, Medical Law Attorneys, Malpractice Law Attorneys",https://www.yellowpages.com/houston-tx/mip/the-chaffin-law-firm-453675973?lid=1002106056059,"4265 San Felipe St., Houston, TX 77027",(713) 528-1000,andrea@chaffinlawfirm.com,http://www.chaffinlawfirm.com,5,1,1987,,,,,,andrea@chaffinlawfirm.com,andrea,chaffinlawfirm.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,mx14-2.mycloudmailbox.com; mx14-1.mycloudmailbox.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,texas houston,5,McDowell Wells LLP,"Personal Injury Law Attorneys, Business Law Attorneys, Attorneys",https://www.yellowpages.com/houston-tx/mip/mcdowell-wells-llp-465317753?lid=1001383775671,"603 Avondale St, Houston, TX 77006",(713) 655-9595,vsf@houstontrialattorneys.com,https://www.houstontrialattorneys.com,,,1993,,,,,,vsf@houstontrialattorneys.com,vsf,houstontrialattorneys.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,houstontrialattorneys-com.mail.protection.outlook.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,texas houston,6,Michael W. Perrin PLLC,"Personal Injury Law Attorneys, Wrongful Death Attorneys, Transportation Law Attorneys",https://www.yellowpages.com/houston-tx/mip/michael-w-perrin-pllc-482631841?lid=1000439722033,", Houston, TX 77019",(713) 979-4478,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,texas houston,7,Lanier  Law Firm,"Personal Injury Law Attorneys, Commercial Law Attorneys, Bankruptcy Services",https://www.yellowpages.com/houston-tx/mip/lanier-law-firm-472505380?lid=1002020715446,"10940 W Sam Houston Pkwy N, Suite 100, Houston, TX 77064",(713) 659-5200,jdc@lanierlawfirm.com,http://www.lanierlawfirm.com?utm_source=google&utm_medium=social&utm_campaign=gmb,,,1990,,,,,,jdc@lanierlawfirm.com,jdc,lanierlawfirm.com,unknown,FALSE,TRUE,FALSE,FALSE,TRUE,us-smtp-inbound-1.mimecast.com; us-smtp-inbound-2.mimecast.com,,,,,,
Personal Injury Law,texas houston,8,Gay & Reitz Attorneys At Law,"Personal Injury Law Attorneys, Divorce Assistance, Attorneys",https://www.yellowpages.com/houston-tx/mip/gay-reitz-attorneys-at-law-30251524?lid=1002109183265,"1331 Gemini St Ste 290, Houston, TX 77058",(281) 488-7001,attorneys@gayreitz.com,,,,,,,,,,attorneys@gayreitz.com,attorneys,gayreitz.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,gayreitz-com.mail.protection.outlook.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,texas houston,9,"Gary S. Tucker, Houston Accident Attorney","Personal Injury Law Attorneys, Wrongful Death Attorneys, Workers Compensation Assistance",https://www.yellowpages.com/houston-tx/mip/gary-s-tucker-houston-accident-attorney-478368968?lid=1001353000153,"650 N Sam Houston Pkwy E  STE 200, Houston, TX 77060",(281) 445-5777,bmessina@garystucker.com,http://garystucker.com,,,1985,,,,,,bmessina@garystucker.com,bmessina,garystucker.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,garystucker-com.mail.protection.outlook.com,TRUE,FALSE,FALSE,TRUE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,texas houston,11,The Freeman Law Firm PC,"Personal Injury Law Attorneys, Criminal Law Attorneys, Labor & Employment Law Attorneys",https://www.yellowpages.com/houston-tx/mip/the-freeman-law-firm-pc-22505094?lid=1002009238031,"1770 Saint James Pl Ste 120, Houston, TX 77056",(713) 973-1000,ernest@freemanlawfirm.com,http://www.thefreemanlawfirm.com,,,2001,,,,,,ernest@freemanlawfirm.com,ernest,freemanlawfirm.com,unknown,FALSE,TRUE,FALSE,FALSE,TRUE,mailstore1.secureserver.net; smtp.secureserver.net,,,,,,
Personal Injury Law,texas houston,12,"Terry & Thweatt, P.C. Attorneys At Law","Personal Injury Law Attorneys, Transportation Law Attorneys, Attorneys",https://www.yellowpages.com/houston-tx/mip/terry-thweatt-p-c-attorneys-at-law-461722865?lid=1001896513227,"1 Greenway Plz, Houston, TX 77046",(713) 600-4710,info@terrythweatt.com,http://www.terrythweatt.com,5,54,,,,,,,info@terrythweatt.com,info,terrythweatt.com,role_account,TRUE,TRUE,FALSE,TRUE,TRUE,terrythweatt-com.mail.protection.outlook.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,texas houston,13,Law Office of D'Ann Hinkle,"Personal Injury Law Attorneys, Transportation Law Attorneys, Attorneys",https://www.yellowpages.com/houston-tx/mip/law-office-of-dann-hinkle-508205468?lid=1001145846266,"10190 Katy Fwy Ste 370, Houston, TX 77043",(713) 226-4232,dh@dhinklelaw.com,http://www.dhinklelaw.com,5,7,1991,,,,,,dh@dhinklelaw.com,dh,dhinklelaw.com,catch_all,FALSE,TRUE,FALSE,FALSE,TRUE,dhinklelaw-com.mail.protection.outlook.com,TRUE,FALSE,TRUE,TRUE,FALSE,
Personal Injury Law,texas houston,14,"Frederick D. Williams II, Attorney at Law","Personal Injury Law Attorneys, Divorce Assistance, Family Law Attorneys",https://www.yellowpages.com/houston-tx/mip/frederick-d-williams-ii-attorney-at-law-458866704?lid=1001383064516,"7915 Cypress Creek Pkwy Ste 225, Houston, TX 77070",(281) 970-5556,info@fdwilliams.com,http://www.fdwilliams.com,5,3,1985,,,,,,info@fdwilliams.com,info,fdwilliams.com,catch_all,FALSE,TRUE,FALSE,TRUE,TRUE,fdwilliams-com.mail.protection.outlook.com,TRUE,FALSE,TRUE,TRUE,FALSE,
Personal Injury Law,texas houston,15,Brown & Brown Attorneys,"Personal Injury Law Attorneys, Attorneys, Legal Service Plans",https://www.yellowpages.com/houston-tx/mip/brown-brown-attorneys-468217188?lid=1001618727712,"202 Travis St Ste 308, Houston, TX 77002",(713) 526-4249,csbrownlaw@att.net,http://csbrownlaw.com,,,2001,,,,,,csbrownlaw@att.net,csbrownlaw,att.net,unknown,FALSE,TRUE,FALSE,FALSE,TRUE,al-ip4-mx-vip1.prodigy.net; ff-ip4-mx-vip1.prodigy.net; al-ip4-mx-vip2.prodigy.net; ff-ip4-mx-vip2.prodigy.net,,,,,,
Personal Injury Law,texas houston,16,Kurt B Wentz,"Personal Injury Law Attorneys, Attorneys, Divorce Attorneys",https://www.yellowpages.com/houston-tx/mip/kurt-b-wentz-461698354?lid=1000439474221,"5629 Fm 1960 Rd W Ste 115, Houston, TX 77069",(281) 587-0088,,,1,1,1976,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,texas houston,18,Moore & Associates,"Personal Injury Law Attorneys, Litigation & Tort Attorneys, General Practice Attorneys",https://www.yellowpages.com/houston-tx/mip/moore-associates-467268953?lid=1000439602988,"440 Louisiana St, Houston, TX 77002",(713) 222-6775,melissamoore@sbcglobal.net,,,,2000,,,,,,melissamoore@sbcglobal.net,melissamoore,sbcglobal.net,unknown,FALSE,TRUE,FALSE,FALSE,TRUE,ff-ip4-mx-vip1.prodigy.net; al-ip4-mx-vip2.prodigy.net; al-ip4-mx-vip1.prodigy.net; ff-ip4-mx-vip2.prodigy.net,,,,,,
Personal Injury Law,texas houston,19,Moriarty Law Firm,"Personal Injury Law Attorneys, Attorneys, Admiralty & Maritime Law Attorneys",https://www.yellowpages.com/houston-tx/mip/moriarty-law-firm-455246335?lid=1001383765240,"404 Heights Blvd, Houston, TX 77007",(713) 651-9600,,http://www.redzonelawyers.com,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,texas houston,21,Schultz & Bartos,"Personal Injury Law Attorneys, Wills, Trusts & Estate Planning Attorneys, Attorneys",https://www.yellowpages.com/houston-tx/mip/schultz-bartos-546692388?lid=1001942532878,"2040 North Loop W Suite 008, Houston, TX 77018",(713) 861-1255,,http://www.htownlaw.com,,,1981,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,texas houston,22,Law office of Arthur White,"Personal Injury Law Attorneys, Attorneys, Criminal Law Attorneys",https://www.yellowpages.com/houston-tx/mip/law-office-of-arthur-white-459524809?lid=1001348473105,"1700 Post Oak Blvd Ste 600, Houston, TX 77056",(832) 620-6406,info@whitelegalgroup.com,http://www.whitelegalgroup.com,,,2005,,,,,,info@whitelegalgroup.com,info,whitelegalgroup.com,role_account,TRUE,TRUE,FALSE,TRUE,TRUE,whitelegalgroup-com.mail.protection.outlook.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,texas houston,23,The Sloan Firm,"Personal Injury Law Attorneys, Business Law Attorneys, Transportation Law Attorneys",https://www.yellowpages.com/houston-tx/mip/the-sloan-firm-473324921?lid=1001663175041,"15010 FM529 Rd, Houston, TX 77095",(713) 520-8833,sloanhouston@lawyer-emails.com,http://www.sloanfirm.com,,,,,,,,,sloanhouston@lawyer-emails.com,sloanhouston,lawyer-emails.com,catch_all,FALSE,TRUE,FALSE,FALSE,TRUE,protect.scorpiondesign.com,TRUE,FALSE,TRUE,TRUE,FALSE,
Personal Injury Law,texas houston,24,Michael Von Blon & Associates,"Personal Injury Law Attorneys, Family Law Attorneys, Attorneys",https://www.yellowpages.com/houston-tx/mip/michael-von-blon-associates-4565721?lid=1001350167956,"1231 Antoine Dr, Houston, TX 77055",(713) 681-5288,main@michaelvonblon.com,http://www.michaelvonblon.com,,,1981,,,,,,main@michaelvonblon.com,main,michaelvonblon.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,michaelvonblon-com.mail.protection.outlook.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,texas houston,25,"Brown, Dennis L","Personal Injury Law Attorneys, Social Security & Disability Law Attorneys, Wrongful Death Attorneys",https://www.yellowpages.com/bellaire-tx/mip/brown-dennis-l-8129658?lid=1001383768993,"6750 West Loop S Ste 900, Bellaire, TX 77401",(713) 623-8999,lawoffice@dennislbrown.com,http://www.attorneydennislbrown.com/,,,1985,,,,,,lawoffice@dennislbrown.com,lawoffice,dennislbrown.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,dennislbrown-com.mail.protection.outlook.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,texas houston,26,Garza & Associates Attorneys At Law,"Personal Injury Law Attorneys, Attorneys, Criminal Law Attorneys",https://www.yellowpages.com/bellaire-tx/mip/garza-associates-attorneys-at-law-30098039?lid=1002114941134,"4545 Bissonnet St Ste 230, Bellaire, TX 77401",(713) 714-2675,martha.garza@garzalaw.net,http://garzalaw.net,,,1992,,,,,,martha.garza@garzalaw.net,martha.garza,garzalaw.net,safe,TRUE,TRUE,FALSE,FALSE,TRUE,alt1.aspmx.l.google.com; aspmx.l.google.com; alt2.aspmx.l.google.com; aspmx2.googlemail.com; aspmx3.googlemail.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,texas houston,27,The Law Offices of Juan Hernandez,"Personal Injury Law Attorneys, Attorneys, Accident Reconstruction Service",https://www.yellowpages.com/nationwide/mip/the-law-offices-of-juan-hernandez-2323232?lid=1001840961983,,(888) 287-0349,juan@juanlaw.com,http://www.juanlaw.com/,5,9,,,,,,,juan@juanlaw.com,juan,juanlaw.com,catch_all,FALSE,TRUE,FALSE,FALSE,TRUE,juanlaw.com.2.0001.arsmtp.com; juanlaw.com.1.0001.arsmtp.com,TRUE,FALSE,TRUE,TRUE,FALSE,
Personal Injury Law,texas houston,28,Bemis Roach & Reed,"Personal Injury Law Attorneys, Consumer Law Attorneys, Insurance Attorneys",https://www.yellowpages.com/austin-tx/mip/bemis-roach-reed-481075947?lid=1000115525388,"4100 Duval Rd Suite 200 Bldg 1, Austin, TX 78759",(512) 454-4000,contact@brrlaw.com,https://www.brrlaw.com,5,21,1993,,,,,,contact@brrlaw.com,contact,brrlaw.com,catch_all,FALSE,TRUE,FALSE,TRUE,TRUE,barracuda.tnexchange.com,TRUE,FALSE,TRUE,TRUE,FALSE,
Personal Injury Law,texas houston,29,Law Offices of David M White,"Personal Injury Law Attorneys, Traffic Law Attorneys, Criminal Law Attorneys",https://www.yellowpages.com/abilene-tx/mip/law-offices-of-david-m-white-486975237?lid=1001893003057,"1500 Industrial Blvd Ste 303, Abilene, TX 79602",(325) 305-7728,david@txattorney.us,http://www.txattorney.us/criminal-defense/tickets-dwi/,4,18,2006,,,,,,david@txattorney.us,david,txattorney.us,safe,TRUE,TRUE,FALSE,FALSE,TRUE,aspmx2.googlemail.com; alt1.aspmx.l.google.com; aspmx.l.google.com; aspmx3.googlemail.com; alt2.aspmx.l.google.com,TRUE,FALSE,FALSE,TRUE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,ohio,1,Thomas W Lally Attorney at Law,"Personal Injury Law Attorneys, Wills, Trusts & Estate Planning Attorneys, Attorneys",https://www.yellowpages.com/canton-oh/mip/thomas-w-lally-attorney-at-law-1146601?lid=1002104842626,"3930 Fulton Dr NW, Ste 101, Canton, OH 44718",(330) 499-5474,,http://www.tlallylaw.com,,,1973,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,ohio,2,Gerhardt Law Office,"Personal Injury Law Attorneys, General Practice Attorneys, Transportation Law Attorneys",https://www.yellowpages.com/circleville-oh/mip/gerhardt-law-office-12145573?lid=1002164515708,"143 W Franklin St, Circleville, OH 43113",(740) 889-0526,richardgerhardt@gerhardtlaw.com,http://gerhardtlaw.com,,,1966,,,,,,richardgerhardt@gerhardtlaw.com,richardgerhardt,gerhardtlaw.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,alt1.aspmx.l.google.com; alt4.aspmx.l.google.com; alt3.aspmx.l.google.com; alt2.aspmx.l.google.com; aspmx.l.google.com,TRUE,FALSE,FALSE,TRUE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Injury Law,ohio,4,Agee Clymer Mitchell & Portman,"Personal Injury Law Attorneys, Social Security & Disability Law Attorneys, Employee Benefits & Worker Compensation Attorneys",https://www.yellowpages.com/circleville-oh/mip/agee-clymer-mitchell-portman-13830394?lid=1002004406124,"112 W Main St, Circleville, OH 43113",(740) 477-6044,info@ageeclymer.com,http://www.ageeclymer.com,,,,,,,,,info@ageeclymer.com,info,ageeclymer.com,role_account,TRUE,TRUE,FALSE,TRUE,TRUE,ageeclymer-com.mail.protection.outlook.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,ohio,5,Ciccolini & Associates Co . LPA,"Personal Injury Law Attorneys, Real Estate Attorneys, Transportation Law Attorneys",https://www.yellowpages.com/akron-oh/mip/ciccolini-associates-co-lpa-15739114?lid=1001960754495,"2715 Manchester Rd, Akron, OH 44319",(330) 752-8819,mciccolini@ciccolinilaw.com,http://www.ciccolinilawfirm.com/,,,1987,,,,,,mciccolini@ciccolinilaw.com,mciccolini,ciccolinilaw.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,ciccolinilaw-com.mail.protection.outlook.com,TRUE,FALSE,FALSE,TRUE,FALSE,
Personal Injury Law,ohio,6,Stephen K Snavely Co. LPA,"Personal Injury Law Attorneys, Real Estate Attorneys, Wrongful Death Attorneys",https://www.yellowpages.com/defiance-oh/mip/stephen-k-snavely-co-lpa-1600852?lid=1002004484797,"505 4th St, Defiance, OH 43512",(419) 782-8846,stephen@snavelylaw.com,https://www.snavelylaw.net,,,1974,,,,,,stephen@snavelylaw.com,stephen,snavelylaw.com,safe,TRUE,TRUE,FALSE,FALSE,TRUE,snavelylaw-com.mail.protection.outlook.com,TRUE,FALSE,FALSE,TRUE,FALSE,
